,month,polygon_id,year,temperature,radiation,fpar,datetime
1081,11,4,2017,30.584802622995873,18946487.900504686,88.17273491949051,2017-11-01
1082,11,4,2018,30.528162747810082,16631433.44813278,89.18020977408943,2018-11-01
1083,11,4,2019,28.702366324307533,16171039.178338002,88.7703081232493,2019-11-01
1084,11,4,2020,27.61625272331158,15688084.379084967,87.38888888888889,2020-11-01
1085,11,4,2021,28.34640598290601,15080549.256410256,88.33974358974359,2021-11-01
1086,11,5,2010,28.7680592991914,15596762.097035041,87.54851752021564,2010-11-01
1087,11,5,2011,29.71972508591068,13983161.87628866,88.57731958762886,2011-11-01
1088,11,5,2012,29.410000000000025,14992172.0,81.0,2012-11-01
1089,11,5,2013,29.14514084507045,14044607.563380282,89.10915492957747,2013-11-01
1090,11,5,2014,30.193819444444472,15751599.083333334,90.82291666666667,2014-11-01
1091,11,5,2015,29.578296680186302,17392219.735015772,90.1369610935857,2015-11-01
1092,11,5,2016,28.83115625188131,16027046.715549937,89.5290771175727,2016-11-01
1093,11,5,2017,29.061574241726795,15114642.63802363,88.87092731829573,2017-11-01
1094,11,5,2018,30.284786324786356,14796289.21978022,88.4023199023199,2018-11-01
1095,11,5,2019,29.02049565706114,16602847.012875536,88.81902718168811,2019-11-01
1096,11,5,2020,29.925805593638636,16282844.610364683,90.27015355086372,2020-11-01
1097,11,5,2021,29.905972222222253,14364188.965277778,88.17361111111111,2021-11-01
1098,11,6,2010,34.2927790096083,16359078.319290465,56.34645232815964,2010-11-01
1099,11,6,2011,31.846090487239007,13937001.283062644,60.03538283062645,2011-11-01
1100,11,6,2012,35.48687500000003,13140492.541666666,47.572916666666664,2012-11-01
1101,11,6,2013,34.79044814999173,17210411.772822298,54.630894308943084,2013-11-01
1102,11,6,2014,34.852505606575996,16591975.892857144,55.98130952380952,2014-11-01
1103,11,6,2015,37.87202214129984,17942618.927595627,55.959130236794174,2015-11-01
1104,11,6,2016,37.63803271551416,17051950.44764795,56.65402124430956,2016-11-01
1105,11,6,2017,35.87274833199896,16572994.995996797,55.124165999466236,2017-11-01
1106,11,6,2018,33.42747500000003,16270626.345833333,55.120746527777776,2018-11-01
1107,11,6,2019,37.365672016484275,18400038.74934498,54.88602620087336,2019-11-01
1108,11,6,2020,34.44184291285763,17654979.160458453,60.3747612225406,2020-11-01
1109,11,6,2021,33.09519927536235,15237953.69021739,53.97146739130435,2021-11-01
1110,11,7,2010,36.84134264118017,18950655.978378378,54.996565315315316,2010-11-01
1111,11,7,2011,31.92176799906501,16548185.798036465,68.82883356708743,2011-11-01
1112,11,7,2012,35.685487356321865,15155801.475862069,46.32229885057471,2012-11-01
1113,11,7,2013,39.611766164004024,18309743.64698248,45.48253298723772,2013-11-01
1114,11,7,2014,39.37039298607,18015224.289993193,45.56149307919219,2014-11-01
1115,11,7,2015,43.1681255447637,20109975.85953177,36.790078037904124,2015-11-01
1116,11,7,2016,38.544213254251694,18950337.68366688,55.3345168926189,2016-11-01
1117,11,7,2017,37.5442560252574,17864625.575838927,48.28232662192394,2017-11-01
1118,11,7,2018,35.06967936621076,18434143.652173914,60.09331195058209,2018-11-01
1119,11,7,2019,43.82900112502262,20146501.202342223,39.60550856647148,2019-11-01
1120,11,7,2020,33.250680992517445,17688732.944370862,70.2271523178808,2020-11-01
1121,11,7,2021,33.409193817878055,16388247.628902765,59.23580136782634,2021-11-01
1122,11,8,2010,32.226876573617986,15655062.555555556,58.3235153256705,2010-11-01
1123,11,8,2011,29.92552677029364,13033705.088082902,54.87823834196891,2011-11-01
1124,11,8,2012,32.874320325203286,12672952.409756098,51.58243902439025,2012-11-01
1125,11,8,2013,32.57287511301992,17462948.125,58.525909810126585,2013-11-01
1126,11,8,2014,33.616253925527175,15818547.825033648,46.09129654553612,2014-11-01
1127,11,8,2015,39.627870257372386,18969918.124824684,42.75210378681627,2015-11-01
1128,11,8,2016,32.442851653261876,16198057.27077748,63.32439678284182,2016-11-01
1129,11,8,2017,31.67841555483244,15385151.392558847,60.54365983295368,2017-11-01
